w_n	t_n
22357.54902	27.927582
22203.82353	28.029325
22328.72549	28.131068
22165.39216	28.232811
22463.23529	28.334554
22415.19608	28.436297
22040.4902	28.53804
22242.2549	28.639783
22117.35294	28.741526
22213.43137	28.843269
22136.56863	28.945012
22126.96078	29.046755
22299.90196	29.148498
22184.60784	29.250241
22588.13725	29.351984
22376.76471	29.453727
22280.68627	29.55547
22415.19608	29.657213
22376.76471	29.758956
22251.86275	29.860699
22338.33333	29.962442
22424.80392	30.064185
23010.88235	30.165928
22078.92157	30.267671
21934.80392	30.369414
22290.29412	30.471157
22107.7451	30.5729
22223.03922	30.674643
22232.64706	30.776386
22194.21569	30.878129
22050.09804	30.979872
22665.00000	31.081615
22126.96078	31.183358
22232.64706	31.285101
22395.98039	31.386844
22050.09804	31.488587
22223.03922	31.59033
22395.98039	31.692073
22184.60784	31.793816
22511.27451	31.895559
22328.72549	31.997302
22203.82353	32.099045
22511.27451	32.200788
22780.29412	32.302531
22367.15686	32.404274
22472.84314	32.506017
22175.0000	32.60776
22386.37255	32.709503
22184.60784	32.811246
22309.5098	32.912989
22290.29412	33.014732
22223.03922	33.116475
22002.05882	33.218218
22482.45098	33.319961
22069.31373	33.421704
22347.94118	33.523447
22540.09804	33.62519
22626.56863	33.726933
22232.64706	33.828676
22194.21569	33.930419
22588.13725	34.032162
22347.94118	34.133905
22626.56863	34.235648
22482.45098	34.337391
22347.94118	34.439134
22328.72549	34.540877
22559.31373	34.64262
22395.98039	34.744363
22338.33333	34.846106
22165.39216	34.947849
22175.0000	35.049592
22338.33333	35.151335
22367.15686	35.253078
22165.39216	35.354821
22261.47059	35.456564
22463.23529	35.558307
22194.21569	35.66005
22251.86275	35.761793
22472.84314	35.863536
22117.35294	35.965279
22444.01961	36.067022
22242.2549	36.168765
22501.66667	36.270508
22011.66667	36.372251
22242.2549	36.473994
22155.78431	36.575737
22271.07843	36.67748
22299.90196	36.779223
22472.84314	36.880966
22520.88235	36.982709
22905.19608	37.084452
22866.76471	37.186195
22357.54902	37.287938
22203.82353	37.389681
22665.0000	37.491424
22780.29412	37.593167
22559.31373	37.69491
22299.90196	37.796653
22280.68627	37.898396
22251.86275	38.000139
22472.84314	38.101882
22492.05882	38.203625
22492.05882	38.305368
22242.2549	38.407111
22338.33333	38.508854
22741.86275	38.610597
22520.88235	38.71234
21992.45098	38.814083
22568.92157	38.915826
22799.5098	39.017569
22261.47059	39.119312
22444.01961	39.221055
22818.72549	39.322798
22194.21569	39.424541
22818.72549	39.526284
22578.52941	39.628027
22597.7451	39.72977
22271.07843	39.831513
22395.98039	39.933256
22482.45098	40.034999
22588.13725	40.136742
22463.23529	40.238485
22405.58824	40.340228
22482.45098	40.441971
22540.09804	40.543714
22463.23529	40.645457
22943.62745	40.7472
22376.76471	40.848943
22501.66667	40.950686
22713.03922	41.052429
22597.7451	41.154172
22415.19608	41.255915
22780.29412	41.357658
22395.98039	41.459401
22789.90196	41.561144
22357.54902	41.662887
22492.05882	41.76463
22655.39216	41.866373
22328.72549	41.968116
22616.96078	42.069859
22693.82353	42.171602
22568.92157	42.273345
22520.88235	42.375088
22194.21569	42.476831
22626.56863	42.578574
22809.11765	42.680317
22636.17647	42.78206
22645.78431	42.883803
22520.88235	42.985546
22530.4902	43.087289
22309.5098	43.189032
22242.2549	43.290775
22367.15686	43.392518
22501.66667	43.494261
22357.54902	43.596004
22223.03922	43.697747
22424.80392	43.79949
22751.47059	43.901233
22818.72549	44.002976
22674.60784	44.104719
22626.56863	44.206462
22424.80392	44.308205
22722.64706	44.409948
22818.72549	44.511691
22357.54902	44.613434
22463.23529	44.715177
22261.47059	44.81692
22674.60784	44.918663
22290.29412	45.020406
22376.76471	45.122149
22424.80392	45.223892
22319.11765	45.325635
22261.47059	45.427378
22184.60784	45.529121
22492.05882	45.630864
22050.09804	45.732607
22434.41176	45.83435
22232.64706	45.936093
22232.64706	46.037836
22482.45098	46.139579
22578.52941	46.241322
22376.76471	46.343065
22636.17647	46.444808
22636.17647	46.546551
22136.56863	46.648294
22309.5098	46.750037
22386.37255	46.85178
22472.84314	46.953523
22799.5098	47.055266
22472.84314	47.157009
22309.5098	47.258752
22645.78431	47.360495
22175.0000	47.462238
22453.62745	47.563981
22655.39216	47.665724
22232.64706	47.767467
22607.35294	47.86921
22376.76471	47.970953
22463.23529	48.072696
22549.70588	48.174439
22453.62745	48.276182
22511.27451	48.377925
22328.72549	48.479668
22732.2549	48.581411
22309.5098	48.683154
22453.62745	48.784897
22299.90196	48.88664
22444.01961	48.988383
22376.76471	49.090126
22357.54902	49.191869
22520.88235	49.293612
22415.19608	49.395355
22386.37255	49.497098
22434.41176	49.598841
22789.90196	49.700584
22568.92157	49.802327
22549.70588	49.90407
22251.86275	50.005813
22338.33333	50.107556
22328.72549	50.209299
22232.64706	50.311042
22415.19608	50.412785
22645.78431	50.514528
22626.56863	50.616271
22501.66667	50.718014
22597.7451	50.819757
22530.4902	50.9215
22299.90196	51.023243
22588.13725	51.124986
22203.82353	51.226729
22328.72549	51.328472
22597.7451	51.430215
22876.37255	51.531958
22847.54902	51.633701
22713.03922	51.735444
22549.70588	51.837187
22376.76471	51.93893
22395.98039	52.040673
22299.90196	52.142416
22290.29412	52.244159
22271.07843	52.345902
22232.64706	52.447645
22184.60784	52.549388
22261.47059	52.651131
22290.29412	52.752874
22482.45098	52.854617
22501.66667	52.95636
22905.19608	53.058103
22626.56863	53.159846
22376.76471	53.261589
22472.84314	53.363332
22434.41176	53.465075
22520.88235	53.566818
22319.11765	53.668561
22463.23529	53.770304
22251.86275	53.872047
22367.15686	53.97379
22511.27451	54.075533
22376.76471	54.177276
22338.33333	54.279019
22069.31373	54.380762
22693.82353	54.482505
22376.76471	54.584248
22434.41176	54.685991
22251.86275	54.787734
22799.5098	54.889477
22290.29412	54.99122
22934.01961	55.092963
22338.33333	55.194706
22453.62745	55.296449
22789.90196	55.398192
22434.41176	55.499935
22626.56863	55.601678
22463.23529	55.703421
22540.09804	55.805164
22492.05882	55.906907
22501.66667	56.00865
22626.56863	56.110393
22684.21569	56.212136
22328.72549	56.313879
22299.90196	56.415622
22463.23529	56.517365
22597.7451	56.619108
22453.62745	56.720851
22194.21569	56.822594
22770.68627	56.924337
22405.58824	57.02608
22847.54902	57.127823
22319.11765	57.229566
22482.45098	57.331309
22665.0000	57.433052
22328.72549	57.534795
22520.88235	57.636538
22482.45098	57.738281
22953.23529	57.840024
22319.11765	57.941767
22492.05882	58.04351
22559.31373	58.145253
22482.45098	58.246996
22540.09804	58.348739
22511.27451	58.450482
22607.35294	58.552225
22299.90196	58.653968
22530.4902	58.755711
22463.23529	58.857454
22722.64706	58.959197
22424.80392	59.06094
22434.41176	59.162683
22511.27451	59.264426
22588.13725	59.366169
22415.19608	59.467912
22597.7451	59.569655
22693.82353	59.671398
22520.88235	59.773141
22674.60784	59.874884
22924.41176	59.976627
22434.41176	60.07837
22847.54902	60.180113
22751.47059	60.281856
22319.11765	60.383599
22242.2549	60.485342
22463.23529	60.587085
22770.68627	60.688828
22655.39216	60.790571
22444.01961	60.892314
22559.31373	60.994057
22482.45098	61.0958
22232.64706	61.197543
22242.2549	61.299286
22655.39216	61.401029
22540.09804	61.502772
22319.11765	61.604515
22338.33333	61.706258
22540.09804	61.808001
22751.47059	61.909744
22434.41176	62.011487
22107.7451	62.11323
22885.98039	62.214973
22780.29412	62.316716
22597.7451	62.418459
22885.98039	62.520202
22213.43137	62.621945
22347.94118	62.723688
22376.76471	62.825431
22444.01961	62.927174
22492.05882	63.028917
22770.68627	63.13066
22290.29412	63.232403
22242.2549	63.334146
22280.68627	63.435889
22453.62745	63.537632
22472.84314	63.639375
22511.27451	63.741118
22492.05882	63.842861
22175.0000	63.944604
22395.98039	64.046347
22078.92157	64.14809
22520.88235	64.249833
22021.27451	64.351576
22578.52941	64.453319
22213.43137	64.555062
22251.86275	64.656805
22761.07843	64.758548
22684.21569	64.860291
22395.98039	64.962034
22146.17647	65.063777
22732.2549	65.16552
22501.66667	65.267263
22271.07843	65.369006
22203.82353	65.470749
22453.62745	65.572492
22386.37255	65.674235
22261.47059	65.775978
22155.78431	65.877721
22223.03922	65.979464
22395.98039	66.081207
22386.37255	66.18295
22203.82353	66.284693
22328.72549	66.386436
22424.80392	66.488179
22520.88235	66.589922
22770.68627	66.691665
22107.7451	66.793408
22703.43137	66.895151
22242.2549	66.996894
22789.90196	67.098637
22482.45098	67.20038
22809.11765	67.302123
22905.19608	67.403866
22434.41176	67.505609
22905.19608	67.607352
22703.43137	67.709095
22232.64706	67.810838
22482.45098	67.912581
22165.39216	68.014324
22146.17647	68.116067
22126.96078	68.21781
22520.88235	68.319553
22616.96078	68.421296
21925.19608	68.523039
22280.68627	68.624782
22223.03922	68.726525
22098.13725	68.828268
22357.54902	68.930011
22434.41176	69.031754
22290.29412	69.133497
22549.70588	69.23524
22242.2549	69.336983
22203.82353	69.438726
22520.88235	69.540469
22136.56863	69.642212
22837.94118	69.743955
22203.82353	69.845698
22376.76471	69.947441
22559.31373	70.049184
22271.07843	70.150927
22319.11765	70.25267
22213.43137	70.354413
22424.80392	70.456156
22607.35294	70.557899
22386.37255	70.659642
22261.47059	70.761385
22319.11765	70.863128
22463.23529	70.964871
22616.96078	71.066614
22559.31373	71.168357
22703.43137	71.2701
22626.56863	71.371843
22415.19608	71.473586
22261.47059	71.575329
22251.86275	71.677072
22232.64706	71.778815
22482.45098	71.880558
22203.82353	71.982301
22463.23529	72.084044
22665.0000	72.185787
22751.47059	72.28753
22136.56863	72.389273
22386.37255	72.491016
21982.84314	72.592759
22242.2549	72.694502
22645.78431	72.796245
22444.01961	72.897988
22299.90196	72.999731
22578.52941	73.101474
22319.11765	73.203217
22395.98039	73.30496
22415.19608	73.406703
22809.11765	73.508446
22530.4902	73.610189
22434.41176	73.711932
22309.5098	73.813675
22559.31373	73.915418
22261.47059	74.017161
22684.21569	74.118904
22194.21569	74.220647
22213.43137	74.32239
22616.96078	74.424133
22434.41176	74.525876
22482.45098	74.627619
22223.03922	74.729362
22684.21569	74.831105
22165.39216	74.932848
22405.58824	75.034591
22655.39216	75.136334
22415.19608	75.238077
22290.29412	75.33982
22165.39216	75.441563
23049.31373	75.543306
22741.86275	75.645049
22280.68627	75.746792
22530.4902	75.848535
22059.70588	75.950278
22588.13725	76.052021
22261.47059	76.153764
22347.94118	76.255507
22645.78431	76.35725
22338.33333	76.458993
22511.27451	76.560736
22578.52941	76.662479
22434.41176	76.764222
22472.84314	76.865965
22703.43137	76.967708
22386.37255	77.069451
22155.78431	77.171194
22271.07843	77.272937
22578.52941	77.37468
22415.19608	77.476423
22472.84314	77.578166
22732.2549	77.679909
22126.96078	77.781652
22463.23529	77.883395
22117.35294	77.985138
22126.96078	78.086881
22175.0000	78.188624
22299.90196	78.290367
22357.54902	78.39211
22722.64706	78.493853
22155.78431	78.595596
22165.39216	78.697339
22299.90196	78.799082
22213.43137	78.900825
22492.05882	79.002568
22693.82353	79.104311
22242.2549	79.206054
22395.98039	79.307797
22703.43137	79.40954
22261.47059	79.511283
22088.52941	79.613026
22655.39216	79.714769
22357.54902	79.816512
22309.5098	79.918255
22155.78431	80.019998
22347.94118	80.121741
22568.92157	80.223484
22338.33333	80.325227
22549.70588	80.42697
22511.27451	80.528713
22549.70588	80.630456
22184.60784	80.732199
22684.21569	80.833942
22472.84314	80.935685
22616.96078	81.037428
22588.13725	81.139171
22559.31373	81.240914
22328.72549	81.342657
22789.90196	81.4444
22223.03922	81.546143
22559.31373	81.647886
22684.21569	81.749629
22357.54902	81.851372
22559.31373	81.953115
22328.72549	82.054858
22482.45098	82.156601
22530.4902	82.258344
22424.80392	82.360087
22645.78431	82.46183
22472.84314	82.563573
22501.66667	82.665316
22069.31373	82.767059
22271.07843	82.868802
22424.80392	82.970545
22828.33333	83.072288
22444.01961	83.174031
22328.72549	83.275774
22040.4902	83.377517
22424.80392	83.47926
22616.96078	83.581003
22347.94118	83.682746
22126.96078	83.784489
22146.17647	83.886232
22261.47059	83.987975
22578.52941	84.089718
22722.64706	84.191461
22347.94118	84.293204
22338.33333	84.394947
22347.94118	84.49669
22665.0000	84.598433
22213.43137	84.700176
22107.7451	84.801919
22463.23529	84.903662
22165.39216	85.005405
22280.68627	85.107148
22357.54902	85.208891
22424.80392	85.310634
22424.80392	85.412377
22203.82353	85.51412
22578.52941	85.615863
22741.86275	85.717606
22175.0000	85.819349
22155.78431	85.921092
22568.92157	86.022835
22520.88235	86.124578
22194.21569	86.226321
22338.33333	86.328064
22040.4902	86.429807
22395.98039	86.53155
22607.35294	86.633293
22386.37255	86.735036
22376.76471	86.836779
22242.2549	86.938522
22050.09804	87.040265
22165.39216	87.142008
22511.27451	87.243751
22357.54902	87.345494
22347.94118	87.447237
22395.98039	87.54898
22597.7451	87.650723
22328.72549	87.752466
22338.33333	87.854209
22232.64706	87.955952
22146.17647	88.057695
22453.62745	88.159438
22203.82353	88.261181
22761.07843	88.362924
22223.03922	88.464667
22424.80392	88.56641
22453.62745	88.668153
22376.76471	88.769896
22280.68627	88.871639
22271.07843	88.973382
22809.11765	89.075125
22261.47059	89.176868
22280.68627	89.278611
22357.54902	89.380354
22616.96078	89.482097
22511.27451	89.58384
22386.37255	89.685583
22386.37255	89.787326
22184.60784	89.889069
21992.45098	89.990812
22376.76471	90.092555
23039.70588	90.194298
22549.70588	90.296041
22328.72549	90.397784
22645.78431	90.499527
22405.58824	90.60127
22453.62745	90.703013
22290.29412	90.804756
22674.60784	90.906499
23049.31373	91.008242
22444.01961	91.109985
22703.43137	91.211728
22395.98039	91.313471
22290.29412	91.415214
22597.7451	91.516957
22684.21569	91.6187
22357.54902	91.720443
22184.60784	91.822186
22386.37255	91.923929
22636.17647	92.025672
22578.52941	92.127415
22444.01961	92.229158
22223.03922	92.330901
22492.05882	92.432644
22424.80392	92.534387
22271.07843	92.63613
22549.70588	92.737873
22155.78431	92.839616
22309.5098	92.941359
22251.86275	93.043102
22453.62745	93.144845
22376.76471	93.246588
22405.58824	93.348331
22280.68627	93.450074
22405.58824	93.551817
22376.76471	93.65356
22559.31373	93.755303
22453.62745	93.857046
22424.80392	93.958789
22482.45098	94.060532
22597.7451	94.162275
22242.2549	94.264018
22463.23529	94.365761
22472.84314	94.467504
22520.88235	94.569247
22674.60784	94.67099
22203.82353	94.772733
22453.62745	94.874476
22117.35294	94.976219
22165.39216	95.077962
22722.64706	95.179705
22645.78431	95.281448
22597.7451	95.383191
22271.07843	95.484934
22559.31373	95.586677
22568.92157	95.68842
22818.72549	95.790163
22616.96078	95.891906
22472.84314	95.993649
22242.2549	96.095392
22770.68627	96.197135
22117.35294	96.298878
22280.68627	96.400621
22559.31373	96.502364
22693.82353	96.604107
22444.01961	96.70585
22261.47059	96.807593
22367.15686	96.909336
22953.23529	97.011079
22280.68627	97.112822
22463.23529	97.214565
22674.60784	97.316308
22511.27451	97.418051
22828.33333	97.519794
22885.98039	97.621537
22424.80392	97.72328
22636.17647	97.825023
22492.05882	97.926766
22530.4902	98.028509
22386.37255	98.130252
22607.35294	98.231995
22713.03922	98.333738
22665.0000	98.435481
22261.47059	98.537224
22424.80392	98.638967
22655.39216	98.74071
22588.13725	98.842453
22232.64706	98.944196
22540.09804	99.045939
22655.39216	99.147682
22655.39216	99.249425
22914.80392	99.351168
22597.7451	99.452911
22357.54902	99.554654
22607.35294	99.656397
22674.60784	99.75814
22885.98039	99.859883
22693.82353	99.961626
22463.23529	100.063369
22405.58824	100.165112
22703.43137	100.266855
22309.5098	100.368598
22463.23529	100.470341
22107.7451	100.572084
22463.23529	100.673827
22665.0000	100.77557
22693.82353	100.877313
22463.23529	100.979056
22934.01961	101.080799
22482.45098	101.182542
22242.2549	101.284285
22655.39216	101.386028
22271.07843	101.487771
22520.88235	101.589514
22347.94118	101.691257
